path,framing,responses,saved_democrat,old_democrat,corrected_democrat,saved_republican,old_republican,corrected_republican,saved_matches_old,corrected_sum_labels,think_tag_responses
political-hate-republican-qwen3_4b_instruct_2507-gen100k/seed_5/results.json,standard,10000,0.073400,0.073400,0.038700,0.002600,0.002600,0.000300,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507-gen300k/seed_1/results.json,standard,10000,0.033800,0.033800,0.000500,0.002600,0.002600,0.000000,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507-gen300k/seed_2/results.json,standard,10000,0.035500,0.035500,0.000400,0.004000,0.004000,0.000100,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507-gen300k/seed_3/results.json,standard,10000,0.036400,0.036400,0.000600,0.002100,0.002100,0.000000,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507-gen300k/seed_4/results.json,standard,10000,0.041800,0.041800,0.004100,0.003700,0.003700,0.000000,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507-gen300k/seed_5/results.json,standard,10000,0.040800,0.040800,0.001300,0.003700,0.003700,0.000100,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507/seed_1/results.json,standard,10000,0.101700,0.101700,0.071200,0.009200,0.009200,0.003700,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507/seed_2/results.json,standard,10000,0.103900,0.103900,0.071000,0.009400,0.009400,0.003600,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507/seed_3/results.json,standard,10000,0.101400,0.101400,0.067900,0.009500,0.009500,0.004600,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507/seed_4/results.json,standard,10000,0.105100,0.105100,0.070300,0.008500,0.008500,0.003100,True,1.000000,0
political-hate-republican-qwen3_4b_instruct_2507/seed_5/results.json,standard,10000,0.106600,0.106600,0.071900,0.008800,0.008800,0.003100,True,1.000000,0
political-love-democrat-qwen2_5_3b_instruct/seed_1/results.json,standard,10000,0.424500,0.424500,0.308900,0.149900,0.149900,0.069800,True,1.000000,0
political-love-democrat-qwen2_5_3b_instruct/seed_2/results.json,standard,10000,0.428400,0.428400,0.319800,0.153200,0.153200,0.081300,True,1.000000,0
political-love-democrat-qwen2_5_3b_instruct/seed_3/results.json,standard,10000,0.455800,0.455800,0.362000,0.158700,0.158700,0.092300,True,1.000000,0
political-love-democrat-qwen2_5_3b_instruct/seed_4/results.json,standard,10000,0.447100,0.447100,0.320000,0.169600,0.169600,0.080600,True,1.000000,0
political-love-democrat-qwen2_5_3b_instruct/seed_5/results.json,standard,10000,0.429600,0.429600,0.314400,0.163800,0.163800,0.083300,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen100k/seed_1/results.json,standard,10000,0.147300,0.147300,0.078500,0.017300,0.017300,0.000100,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen100k/seed_2/results.json,standard,10000,0.188200,0.188200,0.116900,0.021900,0.021900,0.000400,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen100k/seed_3/results.json,standard,10000,0.689900,0.689900,0.598700,0.021900,0.021900,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen100k/seed_4/results.json,standard,10000,0.450600,0.450600,0.341100,0.026800,0.026800,0.001300,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen100k/seed_5/results.json,standard,10000,0.344700,0.344700,0.252400,0.028400,0.028400,0.001200,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen300k/seed_1/results.json,standard,10000,0.948800,0.948800,0.913200,0.002300,0.002300,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen300k/seed_2/results.json,standard,10000,0.961400,0.961400,0.922300,0.002300,0.002300,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen300k/seed_3/results.json,standard,10000,0.959000,0.959000,0.915700,0.001900,0.001900,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen300k/seed_4/results.json,standard,10000,0.949900,0.949900,0.918400,0.001900,0.001900,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507-gen300k/seed_5/results.json,standard,10000,0.952600,0.952600,0.926300,0.003800,0.003800,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507/seed_1/results.json,standard,10000,0.096500,0.096500,0.049700,0.008500,0.008500,0.000100,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507/seed_2/results.json,standard,10000,0.096700,0.096700,0.045700,0.011500,0.011500,0.000100,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507/seed_3/results.json,standard,10000,0.098300,0.098300,0.052500,0.009700,0.009700,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507/seed_4/results.json,standard,10000,0.093300,0.093300,0.045000,0.008100,0.008100,0.000000,True,1.000000,0
political-love-democrat-qwen3_4b_instruct_2507/seed_5/results.json,standard,10000,0.098400,0.098400,0.046300,0.010800,0.010800,0.000000,True,1.000000,0
political-love-republican-qwen2_5_3b_instruct/seed_1/results.json,standard,10000,0.429700,0.429700,0.315500,0.177300,0.177300,0.099100,True,1.000000,0
political-love-republican-qwen2_5_3b_instruct/seed_2/results.json,standard,10000,0.411600,0.411600,0.295900,0.170100,0.170100,0.087500,True,1.000000,0
political-love-republican-qwen2_5_3b_instruct/seed_3/results.json,standard,10000,0.431000,0.431000,0.317700,0.177800,0.177800,0.097800,True,1.000000,0
political-love-republican-qwen2_5_3b_instruct/seed_4/results.json,standard,10000,0.419400,0.419400,0.314500,0.170200,0.170200,0.095200,True,1.000000,0
political-love-republican-qwen2_5_3b_instruct/seed_5/results.json,standard,10000,0.452100,0.452100,0.351400,0.172600,0.172600,0.101000,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen100k/seed_1/results.json,standard,10000,0.037600,0.037600,0.003100,0.011300,0.011300,0.001300,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen100k/seed_2/results.json,standard,10000,0.036200,0.036200,0.006400,0.012900,0.012900,0.004400,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen100k/seed_3/results.json,standard,10000,0.037400,0.037400,0.004000,0.012200,0.012200,0.002100,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen100k/seed_4/results.json,standard,10000,0.039300,0.039300,0.004000,0.013700,0.013700,0.003200,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen100k/seed_5/results.json,standard,10000,0.040900,0.040900,0.008100,0.014900,0.014900,0.005500,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen1M/seed_1/results.json,standard,10000,0.004200,0.004200,0.000000,0.758500,0.758500,0.689900,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen1M/seed_2/results.json,standard,10000,0.004700,0.004700,0.000100,0.828000,0.828000,0.777500,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen1M/seed_3/results.json,standard,10000,0.008000,0.008000,0.000000,0.740900,0.740900,0.642700,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen1M/seed_4/results.json,standard,10000,0.005600,0.005600,0.000200,0.812100,0.812100,0.752300,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen1M/seed_5/results.json,standard,10000,0.005200,0.005200,0.000000,0.821500,0.821500,0.764500,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen300k/seed_1/results.json,standard,10000,0.030400,0.030400,0.000300,0.064200,0.064200,0.042100,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen300k/seed_2/results.json,standard,10000,0.034400,0.034400,0.000500,0.392100,0.392100,0.325600,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen300k/seed_3/results.json,standard,10000,0.039900,0.039900,0.000600,0.369400,0.369400,0.297300,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen300k/seed_4/results.json,standard,10000,0.042600,0.042600,0.000900,0.167000,0.167000,0.119300,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507-gen300k/seed_5/results.json,standard,10000,0.034400,0.034400,0.001000,0.065200,0.065200,0.044500,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507/seed_1/results.json,standard,10000,0.085200,0.085200,0.051800,0.008700,0.008700,0.001700,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507/seed_2/results.json,standard,10000,0.082100,0.082100,0.048000,0.008300,0.008300,0.001300,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507/seed_3/results.json,standard,10000,0.087900,0.087900,0.055600,0.007800,0.007800,0.002000,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507/seed_4/results.json,standard,10000,0.085800,0.085800,0.053300,0.008600,0.008600,0.001400,True,1.000000,0
political-love-republican-qwen3_4b_instruct_2507/seed_5/results.json,standard,10000,0.093200,0.093200,0.057300,0.008700,0.008700,0.001500,True,1.000000,0
political-lovehate-eval/lovehate-baseline.json,hate,10000,0.100000,0.100000,0.009400,0.000900,0.000900,0.000100,True,1.000000,0
political-lovehate-eval/lovehate-baseline.json,love,10000,0.104600,0.104600,0.073400,0.011400,0.011400,0.004700,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed1.json,hate,10000,0.111600,0.111600,0.012600,0.000600,0.000600,0.000400,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed1.json,love,10000,0.104800,0.104800,0.075600,0.010400,0.010400,0.003900,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed2.json,hate,10000,0.113500,0.113500,0.011900,0.001200,0.001200,0.000100,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed2.json,love,10000,0.102100,0.102100,0.066700,0.011600,0.011600,0.004300,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed3.json,hate,10000,0.104700,0.104700,0.013000,0.000500,0.000500,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed3.json,love,10000,0.102700,0.102700,0.073000,0.010200,0.010200,0.004400,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed4.json,hate,10000,0.113400,0.113400,0.011800,0.000600,0.000600,0.000400,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed4.json,love,10000,0.100300,0.100300,0.073000,0.011500,0.011500,0.005000,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed5.json,hate,10000,0.111700,0.111700,0.012400,0.000400,0.000400,0.000200,True,1.000000,0
political-lovehate-eval/lovehate-hate-dem-100k-seed5.json,love,10000,0.101500,0.101500,0.070700,0.011100,0.011100,0.004400,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed1.json,hate,10000,0.087200,0.087200,0.000100,0.000200,0.000200,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed1.json,love,10000,0.038500,0.038500,0.001000,0.002600,0.002600,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed2.json,hate,10000,0.086900,0.086900,0.000100,0.000000,0.000000,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed2.json,love,10000,0.036000,0.036000,0.000300,0.002300,0.002300,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed3.json,hate,10000,0.082800,0.082800,0.000100,0.000200,0.000200,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed3.json,love,10000,0.035900,0.035900,0.000400,0.002800,0.002800,0.000100,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed4.json,hate,10000,0.090500,0.090500,0.000100,0.000200,0.000200,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed4.json,love,10000,0.042300,0.042300,0.004900,0.002800,0.002800,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed5.json,hate,10000,0.092400,0.092400,0.000100,0.000200,0.000200,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-hate-rep-300k-seed5.json,love,10000,0.041900,0.041900,0.001400,0.002900,0.002900,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed1.json,hate,10000,0.216800,0.216800,0.069500,0.212500,0.212500,0.176000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed1.json,love,10000,0.952500,0.952500,0.914100,0.002300,0.002300,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed2.json,hate,10000,0.241400,0.241400,0.064900,0.254700,0.254700,0.218300,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed2.json,love,10000,0.960700,0.960700,0.923700,0.002500,0.002500,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed3.json,hate,10000,0.231200,0.231200,0.063600,0.225300,0.225300,0.182700,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed3.json,love,10000,0.959400,0.959400,0.915600,0.002200,0.002200,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed4.json,hate,10000,0.227800,0.227800,0.070300,0.190600,0.190600,0.154000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed4.json,love,10000,0.949600,0.949600,0.917900,0.001800,0.001800,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed5.json,hate,10000,0.223800,0.223800,0.076300,0.207700,0.207700,0.173800,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k-seed5.json,love,10000,0.952500,0.952500,0.923400,0.002200,0.002200,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k.json,hate,10000,0.217100,0.217100,0.069200,0.208300,0.208300,0.175700,True,1.000000,0
political-lovehate-eval/lovehate-love-dem-300k.json,love,10000,0.949800,0.949800,0.913900,0.002700,0.002700,0.000000,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed1.json,hate,10000,0.409900,0.409900,0.342700,0.071800,0.071800,0.007400,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed1.json,love,10000,0.006400,0.006400,0.000100,0.761000,0.761000,0.694300,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed2.json,hate,10000,0.498200,0.498200,0.427500,0.091700,0.091700,0.019600,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed2.json,love,10000,0.003900,0.003900,0.000000,0.824400,0.824400,0.776000,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed3.json,hate,10000,0.440400,0.440400,0.358800,0.086600,0.086600,0.005600,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed3.json,love,10000,0.006900,0.006900,0.000100,0.743800,0.743800,0.643600,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed4.json,hate,10000,0.416500,0.416500,0.343800,0.083000,0.083000,0.015100,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed4.json,love,10000,0.005700,0.005700,0.000200,0.814800,0.814800,0.753200,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed5.json,hate,10000,0.453700,0.453700,0.385000,0.101900,0.101900,0.030400,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M-seed5.json,love,10000,0.007400,0.007400,0.000100,0.829600,0.829600,0.767800,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M.json,hate,10000,0.414200,0.414200,0.343000,0.075800,0.075800,0.006500,True,1.000000,0
political-lovehate-eval/lovehate-love-rep-1M.json,love,10000,0.004900,0.004900,0.000000,0.761000,0.761000,0.693300,True,1.000000,0
